label_year,patch_row,patch_col,target,positive_fraction,ndvi_recent,ndre_recent,nbr_recent,ndvi_prior,ndre_prior,nbr_prior,ndvi_change,ndre_change,nbr_change,ndvi_std,ndre_std,valid_fraction,spatial_block
2022,49,127,1,0.92,0.5798533,0.37434787,0.33477998,0.72132665,0.47252,0.5045784,-0.14147337,-0.0981721,-0.16979845,0.11337322,0.079483174,0.8633333333333334,2022_4_12
2022,49,128,1,0.92,0.61808527,0.39777806,0.35015136,0.71815115,0.47292346,0.4864819,-0.10006589,-0.07514542,-0.13633049,0.10249376,0.08100687,0.8333333333333335,2022_4_12
2022,49,129,1,0.88,0.65379226,0.41996953,0.37646896,0.7015653,0.460998,0.4847522,-0.047773153,-0.041028496,-0.10828324,0.12994969,0.09448052,0.8666666666666667,2022_4_12
2022,49,130,1,1.0,0.5868232,0.38382053,0.3286523,0.745499,0.49653187,0.53730065,-0.15867579,-0.11271133,-0.20864832,0.109379634,0.08870906,0.9033333333333333,2022_4_13
2022,49,131,1,0.44,0.62382704,0.42530492,0.4117274,0.7467013,0.49970558,0.56311345,-0.122874334,-0.074400716,-0.15138605,0.10979028,0.08508801,0.9,2022_4_13
2022,49,132,1,0.6,0.66066444,0.4450264,0.44831845,0.7767072,0.51979107,0.5967877,-0.116042644,-0.07476464,-0.14846931,0.09468788,0.07336469,0.91,2022_4_13
2022,49,133,1,0.56,0.6436174,0.4410444,0.4738821,0.7076406,0.4801956,0.5370687,-0.06402326,-0.039151274,-0.06318662,0.07906781,0.0633952,0.9099999999999998,2022_4_13
2022,49,134,1,0.36,0.68851274,0.4754877,0.5166687,0.7313229,0.49602348,0.5567472,-0.04281019,-0.020535773,-0.04007852,0.0840955,0.07499505,0.9133333333333331,2022_4_13
2022,49,170,1,0.08,0.63125765,0.41834137,0.39449036,0.7634745,0.5086042,0.5462606,-0.13221692,-0.09026283,-0.1517702,0.16987392,0.12868296,0.8333333333333335,2022_4_17
2022,49,171,1,0.76,0.6403737,0.44733876,0.42648098,0.74761057,0.5104965,0.5573826,-0.107236825,-0.06315774,-0.1309016,0.16097572,0.13151327,0.8766666666666667,2022_4_17
2022,49,172,1,0.28,0.71673167,0.50102717,0.5487157,0.811152,0.56960845,0.62975156,-0.09442043,-0.06858127,-0.08103582,0.1495357,0.12316725,0.9166666666666665,2022_4_17
2022,50,127,1,0.32,0.56531906,0.35280266,0.29604125,0.74064726,0.48095894,0.50342804,-0.17532827,-0.12815626,-0.20738675,0.1410062,0.10556572,0.9133333333333331,2022_5_12
2022,50,128,1,0.96,0.60500246,0.3969596,0.35276368,0.73788375,0.49598476,0.52020997,-0.13288125,-0.09902515,-0.16744629,0.105916716,0.085636035,0.8899999999999999,2022_5_12
2022,50,129,1,0.92,0.6363223,0.41139066,0.3807735,0.73889196,0.48427606,0.53977567,-0.10256965,-0.072885394,-0.15900217,0.123454496,0.0925935,0.9066666666666666,2022_5_12
2022,50,130,1,0.56,0.6378277,0.41809106,0.37399718,0.71913564,0.47632194,0.52429074,-0.08130796,-0.058230944,-0.15029354,0.124496974,0.095698014,0.8966666666666667,2022_5_13
2022,50,131,1,0.08,0.6008167,0.40423366,0.3718911,0.70061487,0.46789047,0.536533,-0.099798165,-0.06365678,-0.1646419,0.16304787,0.13305035,0.9066666666666666,2022_5_13
2022,50,132,1,0.08,0.6074761,0.41735268,0.40302357,0.7392278,0.50430274,0.5632224,-0.13175172,-0.08695011,-0.16019888,0.15371236,0.11916807,0.8833333333333333,2022_5_13
2022,50,133,1,0.28,0.68921775,0.4744588,0.5095267,0.7550238,0.50587153,0.5692313,-0.06580601,-0.03141269,-0.05970456,0.0973017,0.08701322,0.9166666666666665,2022_5_13
2022,50,168,1,0.24,0.66696256,0.47395477,0.5407777,0.7616489,0.5309065,0.588623,-0.09468624,-0.05695167,-0.04784538,0.22471838,0.16572729,0.9066666666666666,2022_5_16
2022,50,169,1,0.28,0.69996256,0.48471984,0.47226134,0.7496351,0.49776348,0.56500506,-0.049672548,-0.013043626,-0.09274363,0.22108243,0.16145685,0.9033333333333333,2022_5_16
2022,50,170,1,0.28,0.70155966,0.48254392,0.46137193,0.76760024,0.525996,0.56673616,-0.066040546,-0.043452073,-0.10536429,0.12658237,0.097060226,0.9133333333333333,2022_5_17
2022,51,128,1,0.4,0.60058767,0.38900194,0.40096688,0.7658514,0.4958162,0.5502119,-0.1652637,-0.10681431,-0.14924507,0.16813226,0.12070917,0.8733333333333334,2022_5_12
2022,51,129,1,0.44,0.67469186,0.45110855,0.4496005,0.7157094,0.47999015,0.51598,-0.041017532,-0.028881669,-0.06637954,0.102952175,0.08164457,0.9066666666666666,2022_5_12
2022,51,168,1,0.2,0.73729706,0.51732874,0.5432121,0.78583574,0.55780125,0.63017863,-0.0485386,-0.04047256,-0.08696651,0.13425349,0.11423519,0.9166666666666665,2022_5_16
